User ID,Video ID,Content Type,Video Length,Total Video views,Total Watchtime,Mid role ads,Charges of Midrole Ads per 1000 views,Revenue Generated by the video,User's Share,Our Share,,
USR59151,VIDID-12-2025-24335,Entertainment,0:15:00,1497494,374373:30:00,2, ? 350.00 ," ? 1,048,245.80 "," ? 786,184.35 "," ? 262,061.45 ",,
USR276,VIDID-12-2025-58287,News,0:25:00,6533081,2722117:05:00,3, ? 400.00 ," ? 7,839,697.20 "," ? 5,879,772.90 "," ? 1,959,924.30 ",,
USR39263,VIDID-12-2025-93081,ASMR,0:20:00,4235319,1411773:00:00,3, ? 150.00 ," ? 1,905,893.55 "," ? 1,429,420.16 "," ? 476,473.39 ",,
USR75468,VIDID-12-2025-137,Political,0:20:00,5883371,1961123:40:00,3, ? 50.00 ," ? 882,505.65 "," ? 661,879.24 "," ? 220,626.41 ",,
USR5805,VIDID-12-2025-10585,Cooking,0:10:00,9442751,1573791:50:00,1, ? 300.00 ," ? 2,832,825.30 "," ? 2,124,618.98 "," ? 708,206.33 ",,
USR47963,VIDID-12-2025-34423,Life Style,0:22:00,6605825,2422135:50:00,3, ? 250.00 ," ? 4,954,368.75 "," ? 3,715,776.56 "," ? 1,238,592.19 ",,
USR87881,VIDID-12-2025-19200,ASMR,0:20:00,6660903,2220301:00:00,3, ? 150.00 ," ? 2,997,406.35 "," ? 2,248,054.76 "," ? 749,351.59 ",,
USR23946,VIDID-12-2025-18928,Cooking,0:10:00,2834561,472426:50:00,1, ? 300.00 ," ? 850,368.30 "," ? 637,776.23 "," ? 212,592.08 ",,
USR29270,VIDID-12-2025-50033,Gaming,1:00:00,1686282,1686282:00:00,8, ? 100.00 ," ? 1,349,025.60 "," ? 1,011,769.20 "," ? 337,256.40 ",,
USR57263,VIDID-12-2025-33694,Gaming,1:00:00,3779454,3779454:00:00,8, ? 100.00 ," ? 3,023,563.20 "," ? 2,267,672.40 "," ? 755,890.80 ",,
USR40267,VIDID-12-2025-2675,Entertainment,0:15:00,3937989,984497:15:00,2, ? 350.00 ," ? 2,756,592.30 "," ? 2,067,444.23 "," ? 689,148.08 ",,
USR29080,VIDID-12-2025-98708,Technology,0:12:00,2292286,458457:12:00,2, ? 500.00 ," ? 2,292,286.00 "," ? 1,719,214.50 "," ? 573,071.50 ",,
USR11382,VIDID-12-2025-54864,ASMR,0:20:00,7877208,2625736:00:00,3, ? 150.00 ," ? 3,544,743.60 "," ? 2,658,557.70 "," ? 886,185.90 ",,
USR11663,VIDID-12-2025-52613,ASMR,0:20:00,9134085,3044695:00:00,3, ? 150.00 ," ? 4,110,338.25 "," ? 3,082,753.69 "," ? 1,027,584.56 ",,
USR75904,VIDID-12-2025-69326,Life Style,0:22:00,7578188,2778668:56:00,3, ? 250.00 ," ? 5,683,641.00 "," ? 4,262,730.75 "," ? 1,420,910.25 ",,
USR39117,VIDID-12-2025-261,Entertainment,0:15:00,6988313,1747078:15:00,2, ? 350.00 ," ? 4,891,819.10 "," ? 3,668,864.33 "," ? 1,222,954.78 ",,
USR745,VIDID-12-2025-74790,Educational,0:35:00,4891667,2853472:25:00,4, ? 200.00 ," ? 3,913,333.60 "," ? 2,935,000.20 "," ? 978,333.40 ",,
USR12751,VIDID-12-2025-44568,Educational,0:35:00,3711491,2165036:25:00,4, ? 200.00 ," ? 2,969,192.80 "," ? 2,226,894.60 "," ? 742,298.20 ",,
USR12971,VIDID-12-2025-71535,Gaming,1:00:00,5232067,5232067:00:00,8, ? 100.00 ," ? 4,185,653.60 "," ? 3,139,240.20 "," ? 1,046,413.40 ",,
USR46332,VIDID-12-2025-71671,Life Style,0:22:00,7823683,2868683:46:00,3, ? 250.00 ," ? 5,867,762.25 "," ? 4,400,821.69 "," ? 1,466,940.56 ",,
USR38630,VIDID-12-2025-36181,Educational,0:35:00,6789142,3960332:50:00,4, ? 200.00 ," ? 5,431,313.60 "," ? 4,073,485.20 "," ? 1,357,828.40 ",,
USR79152,VIDID-12-2025-60247,Technology,0:12:00,8780550,1756110:00:00,2, ? 500.00 ," ? 8,780,550.00 "," ? 6,585,412.50 "," ? 2,195,137.50 ",,
USR2853,VIDID-12-2025-40075,News,0:25:00,206411,86004:35:00,3, ? 400.00 ," ? 247,693.20 "," ? 185,769.90 "," ? 61,923.30 ",,
USR6204,VIDID-12-2025-18215,News,0:25:00,9142460,3809358:20:00,3, ? 400.00 ," ? 10,970,952.00 "," ? 8,228,214.00 "," ? 2,742,738.00 ",,
USR46364,VIDID-12-2025-35948,Educational,0:35:00,2163370,1261965:50:00,4, ? 200.00 ," ? 1,730,696.00 "," ? 1,298,022.00 "," ? 432,674.00 ",,
USR96390,VIDID-12-2025-67979,Entertainment,0:15:00,6205758,1551439:30:00,2, ? 350.00 ," ? 4,344,030.60 "," ? 3,258,022.95 "," ? 1,086,007.65 ",,
USR85149,VIDID-12-2025-19665,Political,0:20:00,3011148,1003716:00:00,3, ? 50.00 ," ? 451,672.20 "," ? 338,754.15 "," ? 112,918.05 ",,
USR79734,VIDID-12-2025-8591,ASMR,0:20:00,6676754,2225584:40:00,3, ? 150.00 ," ? 3,004,539.30 "," ? 2,253,404.48 "," ? 751,134.83 ",,
USR28739,VIDID-12-2025-50783,Entertainment,0:15:00,5102023,1275505:45:00,2, ? 350.00 ," ? 3,571,416.10 "," ? 2,678,562.08 "," ? 892,854.03 ",,
USR82187,VIDID-12-2025-24857,Cooking,0:10:00,3431777,571962:50:00,1, ? 300.00 ," ? 1,029,533.10 "," ? 772,149.83 "," ? 257,383.28 ",,
USR69849,VIDID-12-2025-60667,Cooking,0:10:00,6398407,1066401:10:00,1, ? 300.00 ," ? 1,919,522.10 "," ? 1,439,641.58 "," ? 479,880.53 ",,
USR86535,VIDID-12-2025-41929,Gaming,1:00:00,7812126,7812126:00:00,8, ? 100.00 ," ? 6,249,700.80 "," ? 4,687,275.60 "," ? 1,562,425.20 ",,
USR59209,VIDID-12-2025-48822,Cooking,0:10:00,2214320,369053:20:00,1, ? 300.00 ," ? 664,296.00 "," ? 498,222.00 "," ? 166,074.00 ",,
USR75649,VIDID-12-2025-34211,Life Style,0:22:00,811490,297546:20:00,3, ? 250.00 ," ? 608,617.50 "," ? 456,463.13 "," ? 152,154.38 ",,
USR1926,VIDID-12-2025-4131,Cooking,0:10:00,7407400,1234566:40:00,1, ? 300.00 ," ? 2,222,220.00 "," ? 1,666,665.00 "," ? 555,555.00 ",,
USR46337,VIDID-12-2025-3402,Technology,0:12:00,4104371,820874:12:00,2, ? 500.00 ," ? 4,104,371.00 "," ? 3,078,278.25 "," ? 1,026,092.75 ",,
USR66605,VIDID-12-2025-6822,Educational,0:35:00,6498211,3790623:05:00,4, ? 200.00 ," ? 5,198,568.80 "," ? 3,898,926.60 "," ? 1,299,642.20 ",,
USR3370,VIDID-12-2025-88074,Entertainment,0:15:00,991860,247965:00:00,2, ? 350.00 ," ? 694,302.00 "," ? 520,726.50 "," ? 173,575.50 ",,
USR63017,VIDID-12-2025-92803,Entertainment,0:15:00,5857783,1464445:45:00,2, ? 350.00 ," ? 4,100,448.10 "," ? 3,075,336.08 "," ? 1,025,112.03 ",,
USR84591,VIDID-12-2025-46508,Political,0:20:00,2188162,729387:20:00,3, ? 50.00 ," ? 328,224.30 "," ? 246,168.23 "," ? 82,056.08 ",,
USR2780,VIDID-12-2025-59391,Educational,0:35:00,8270461,4824435:35:00,4, ? 200.00 ," ? 6,616,368.80 "," ? 4,962,276.60 "," ? 1,654,092.20 ",,
USR46685,VIDID-12-2025-15935,News,0:25:00,3696216,1540090:00:00,3, ? 400.00 ," ? 4,435,459.20 "," ? 3,326,594.40 "," ? 1,108,864.80 ",,
USR26044,VIDID-12-2025-76133,News,0:25:00,3381798,1409082:30:00,3, ? 400.00 ," ? 4,058,157.60 "," ? 3,043,618.20 "," ? 1,014,539.40 ",,
USR22589,VIDID-12-2025-29286,Technology,0:12:00,2363845,472769:00:00,2, ? 500.00 ," ? 2,363,845.00 "," ? 1,772,883.75 "," ? 590,961.25 ",,
USR36710,VIDID-12-2025-97698,Life Style,0:22:00,8605042,3155182:04:00,3, ? 250.00 ," ? 6,453,781.50 "," ? 4,840,336.13 "," ? 1,613,445.38 ",,
USR86277,VIDID-12-2025-48498,Life Style,0:22:00,5696293,2088640:46:00,3, ? 250.00 ," ? 4,272,219.75 "," ? 3,204,164.81 "," ? 1,068,054.94 ",,
USR90573,VIDID-12-2025-74275,ASMR,0:20:00,1554303,518101:00:00,3, ? 150.00 ," ? 699,436.35 "," ? 524,577.26 "," ? 174,859.09 ",,
USR20317,VIDID-12-2025-9104,ASMR,0:20:00,5497538,1832512:40:00,3, ? 150.00 ," ? 2,473,892.10 "," ? 1,855,419.08 "," ? 618,473.03 ",,
USR13249,VIDID-12-2025-62496,Cooking,0:10:00,6796693,1132782:10:00,1, ? 300.00 ," ? 2,039,007.90 "," ? 1,529,255.93 "," ? 509,751.98 ",,
USR42878,VIDID-12-2025-29910,Life Style,0:22:00,9250135,3391716:10:00,3, ? 250.00 ," ? 6,937,601.25 "," ? 5,203,200.94 "," ? 1,734,400.31 ",,
USR96444,VIDID-12-2025-36282,Technology,0:12:00,1345090,269018:00:00,2, ? 500.00 ," ? 1,345,090.00 "," ? 1,008,817.50 "," ? 336,272.50 ",,
USR59902,VIDID-12-2025-26466,Gaming,1:00:00,9128992,9128992:00:00,8, ? 100.00 ," ? 7,303,193.60 "," ? 5,477,395.20 "," ? 1,825,798.40 ",,
USR19004,VIDID-12-2025-62552,Life Style,0:22:00,8683165,3183827:10:00,3, ? 250.00 ," ? 6,512,373.75 "," ? 4,884,280.31 "," ? 1,628,093.44 ",,
USR60999,VIDID-12-2025-71262,Educational,0:35:00,9871038,5758105:30:00,4, ? 200.00 ," ? 7,896,830.40 "," ? 5,922,622.80 "," ? 1,974,207.60 ",,
USR78425,VIDID-12-2025-71162,News,0:25:00,7814758,3256149:10:00,3, ? 400.00 ," ? 9,377,709.60 "," ? 7,033,282.20 "," ? 2,344,427.40 ",,
USR18451,VIDID-12-2025-87059,Technology,0:12:00,8330210,1666042:00:00,2, ? 500.00 ," ? 8,330,210.00 "," ? 6,247,657.50 "," ? 2,082,552.50 ",,
USR49068,VIDID-12-2025-92156,Life Style,0:22:00,6635109,2432873:18:00,3, ? 250.00 ," ? 4,976,331.75 "," ? 3,732,248.81 "," ? 1,244,082.94 ",,
USR44451,VIDID-12-2025-59692,ASMR,0:20:00,9988969,3329656:20:00,3, ? 150.00 ," ? 4,495,036.05 "," ? 3,371,277.04 "," ? 1,123,759.01 ",,
USR49017,VIDID-12-2025-73719,Life Style,0:22:00,6141344,2251826:08:00,3, ? 250.00 ," ? 4,606,008.00 "," ? 3,454,506.00 "," ? 1,151,502.00 ",,
USR73702,VIDID-12-2025-90351,Educational,0:35:00,6853716,3998001:00:00,4, ? 200.00 ," ? 5,482,972.80 "," ? 4,112,229.60 "," ? 1,370,743.20 ",,
USR54761,VIDID-12-2025-5996,Entertainment,0:15:00,9928727,2482181:45:00,2, ? 350.00 ," ? 6,950,108.90 "," ? 5,212,581.68 "," ? 1,737,527.23 ",,
USR15324,VIDID-12-2025-57491,Entertainment,0:15:00,8566631,2141657:45:00,2, ? 350.00 ," ? 5,996,641.70 "," ? 4,497,481.28 "," ? 1,499,160.43 ",,
USR76826,VIDID-12-2025-32019,Gaming,1:00:00,1856783,1856783:00:00,8, ? 100.00 ," ? 1,485,426.40 "," ? 1,114,069.80 "," ? 371,356.60 ",,
USR47011,VIDID-12-2025-19052,Gaming,1:00:00,4915880,4915880:00:00,8, ? 100.00 ," ? 3,932,704.00 "," ? 2,949,528.00 "," ? 983,176.00 ",,
USR6646,VIDID-12-2025-40211,News,0:25:00,3535334,1473055:50:00,3, ? 400.00 ," ? 4,242,400.80 "," ? 3,181,800.60 "," ? 1,060,600.20 ",,
USR8110,VIDID-12-2025-50865,Gaming,1:00:00,3259643,3259643:00:00,8, ? 100.00 ," ? 2,607,714.40 "," ? 1,955,785.80 "," ? 651,928.60 ",,
USR5768,VIDID-12-2025-8751,ASMR,0:20:00,9174520,3058173:20:00,3, ? 150.00 ," ? 4,128,534.00 "," ? 3,096,400.50 "," ? 1,032,133.50 ",,
USR71806,VIDID-12-2025-79860,Technology,0:12:00,3749421,749884:12:00,2, ? 500.00 ," ? 3,749,421.00 "," ? 2,812,065.75 "," ? 937,355.25 ",,
USR75326,VIDID-12-2025-48169,Gaming,1:00:00,9362398,9362398:00:00,8, ? 100.00 ," ? 7,489,918.40 "," ? 5,617,438.80 "," ? 1,872,479.60 ",,
USR11050,VIDID-12-2025-54269,ASMR,0:20:00,9419600,3139866:40:00,3, ? 150.00 ," ? 4,238,820.00 "," ? 3,179,115.00 "," ? 1,059,705.00 ",,
USR38100,VIDID-12-2025-23328,Cooking,0:10:00,564100,94016:40:00,1, ? 300.00 ," ? 169,230.00 "," ? 126,922.50 "," ? 42,307.50 ",,
USR76071,VIDID-12-2025-46435,Political,0:20:00,4348388,1449462:40:00,3, ? 50.00 ," ? 652,258.20 "," ? 489,193.65 "," ? 163,064.55 ",,
USR75033,VIDID-12-2025-27715,Entertainment,0:15:00,5985651,1496412:45:00,2, ? 350.00 ," ? 4,189,955.70 "," ? 3,142,466.78 "," ? 1,047,488.93 ",,
USR93351,VIDID-12-2025-81920,ASMR,0:20:00,7518598,2506199:20:00,3, ? 150.00 ," ? 3,383,369.10 "," ? 2,537,526.83 "," ? 845,842.28 ",,
USR92965,VIDID-12-2025-53861,News,0:25:00,2646476,1102698:20:00,3, ? 400.00 ," ? 3,175,771.20 "," ? 2,381,828.40 "," ? 793,942.80 ",,
USR14942,VIDID-12-2025-13197,Technology,0:12:00,8113919,1622783:48:00,2, ? 500.00 ," ? 8,113,919.00 "," ? 6,085,439.25 "," ? 2,028,479.75 ",,
USR10508,VIDID-12-2025-67697,Life Style,0:22:00,560634,205565:48:00,3, ? 250.00 ," ? 420,475.50 "," ? 315,356.63 "," ? 105,118.88 ",,
USR55261,VIDID-12-2025-98196,Gaming,1:00:00,9847997,9847997:00:00,8, ? 100.00 ," ? 7,878,397.60 "," ? 5,908,798.20 "," ? 1,969,599.40 ",,
USR16414,VIDID-12-2025-2496,Gaming,1:00:00,311309,311309:00:00,8, ? 100.00 ," ? 249,047.20 "," ? 186,785.40 "," ? 62,261.80 ",,
USR67248,VIDID-12-2025-37086,Life Style,0:22:00,839349,307761:18:00,3, ? 250.00 ," ? 629,511.75 "," ? 472,133.81 "," ? 157,377.94 ",,
USR17175,VIDID-12-2025-90778,Technology,0:12:00,5207904,1041580:48:00,2, ? 500.00 ," ? 5,207,904.00 "," ? 3,905,928.00 "," ? 1,301,976.00 ",,
USR54157,VIDID-12-2025-46551,Life Style,0:22:00,1355442,496995:24:00,3, ? 250.00 ," ? 1,016,581.50 "," ? 762,436.13 "," ? 254,145.38 ",,
USR34447,VIDID-12-2025-1440,Technology,0:12:00,6091534,1218306:48:00,2, ? 500.00 ," ? 6,091,534.00 "," ? 4,568,650.50 "," ? 1,522,883.50 ",,
USR28205,VIDID-12-2025-84236,Political,0:20:00,2110933,703644:20:00,3, ? 50.00 ," ? 316,639.95 "," ? 237,479.96 "," ? 79,159.99 ",,
USR56658,VIDID-12-2025-20687,Entertainment,0:15:00,6693684,1673421:00:00,2, ? 350.00 ," ? 4,685,578.80 "," ? 3,514,184.10 "," ? 1,171,394.70 ",,
USR41980,VIDID-12-2025-64313,Educational,0:35:00,7562830,4411650:50:00,4, ? 200.00 ," ? 6,050,264.00 "," ? 4,537,698.00 "," ? 1,512,566.00 ",,
USR83899,VIDID-12-2025-52884,Life Style,0:22:00,2120943,777679:06:00,3, ? 250.00 ," ? 1,590,707.25 "," ? 1,193,030.44 "," ? 397,676.81 ",,
USR95531,VIDID-12-2025-14733,Cooking,0:10:00,1507148,251191:20:00,1, ? 300.00 ," ? 452,144.40 "," ? 339,108.30 "," ? 113,036.10 ",,
USR86308,VIDID-12-2025-3649,Entertainment,0:15:00,7255348,1813837:00:00,2, ? 350.00 ," ? 5,078,743.60 "," ? 3,809,057.70 "," ? 1,269,685.90 ",,
USR56713,VIDID-12-2025-16768,Gaming,1:00:00,7616625,7616625:00:00,8, ? 100.00 ," ? 6,093,300.00 "," ? 4,569,975.00 "," ? 1,523,325.00 ",,
USR29384,VIDID-12-2025-34866,Political,0:20:00,9202357,3067452:20:00,3, ? 50.00 ," ? 1,380,353.55 "," ? 1,035,265.16 "," ? 345,088.39 ",,
USR69442,VIDID-12-2025-21192,Entertainment,0:15:00,4339300,1084825:00:00,2, ? 350.00 ," ? 3,037,510.00 "," ? 2,278,132.50 "," ? 759,377.50 ",,
USR47650,VIDID-12-2025-45332,Life Style,0:22:00,2251584,825580:48:00,3, ? 250.00 ," ? 1,688,688.00 "," ? 1,266,516.00 "," ? 422,172.00 ",,
USR43568,VIDID-12-2025-17787,Entertainment,0:15:00,1277855,319463:45:00,2, ? 350.00 ," ? 894,498.50 "," ? 670,873.88 "," ? 223,624.63 ",,
USR12558,VIDID-12-2025-54616,Gaming,1:00:00,2967679,2967679:00:00,8, ? 100.00 ," ? 2,374,143.20 "," ? 1,780,607.40 "," ? 593,535.80 ",,
USR95141,VIDID-12-2025-84366,News,0:25:00,235625,98177:05:00,3, ? 400.00 ," ? 282,750.00 "," ? 212,062.50 "," ? 70,687.50 ",,
USR25929,VIDID-12-2025-42006,Life Style,0:22:00,920321,337451:02:00,3, ? 250.00 ," ? 690,240.75 "," ? 517,680.56 "," ? 172,560.19 ",,
USR12274,VIDID-12-2025-45313,Cooking,0:10:00,1942593,323765:30:00,1, ? 300.00 ," ? 582,777.90 "," ? 437,083.43 "," ? 145,694.48 ",,
USR62656,VIDID-12-2025-96880,Political,0:20:00,1285459,428486:20:00,3, ? 50.00 ," ? 192,818.85 "," ? 144,614.14 "," ? 48,204.71 ",,
USR24525,VIDID-12-2025-23932,Gaming,1:00:00,4251995,4251995:00:00,8, ? 100.00 ," ? 3,401,596.00 "," ? 2,551,197.00 "," ? 850,399.00 ",,
USR42550,VIDID-12-2025-1990,Educational,0:35:00,2792129,1628741:55:00,4, ? 200.00 ," ? 2,233,703.20 "," ? 1,675,277.40 "," ? 558,425.80 ",,
USR12143,VIDID-12-2025-89217,Technology,0:12:00,7657453,1531490:36:00,2, ? 500.00 ," ? 7,657,453.00 "," ? 5,743,089.75 "," ? 1,914,363.25 ",,
USR64081,VIDID-12-2025-29232,ASMR,0:20:00,2101290,700430:00:00,3, ? 150.00 ," ? 945,580.50 "," ? 709,185.38 "," ? 236,395.13 ",,
USR89334,VIDID-12-2025-57511,Educational,0:35:00,265878,155095:30:00,4, ? 200.00 ," ? 212,702.40 "," ? 159,526.80 "," ? 53,175.60 ",,
USR35676,VIDID-12-2025-26176,Technology,0:12:00,9635014,1927002:48:00,2, ? 500.00 ," ? 9,635,014.00 "," ? 7,226,260.50 "," ? 2,408,753.50 ",,
USR32163,VIDID-12-2025-29731,Educational,0:35:00,457371,266799:45:00,4, ? 200.00 ," ? 365,896.80 "," ? 274,422.60 "," ? 91,474.20 ",,
USR65241,VIDID-12-2025-97848,Gaming,1:00:00,4999208,4999208:00:00,8, ? 100.00 ," ? 3,999,366.40 "," ? 2,999,524.80 "," ? 999,841.60 ",,
USR15452,VIDID-12-2025-92318,Life Style,0:22:00,7971629,2922930:38:00,3, ? 250.00 ," ? 5,978,721.75 "," ? 4,484,041.31 "," ? 1,494,680.44 ",,
USR83539,VIDID-12-2025-93854,ASMR,0:20:00,8073802,2691267:20:00,3, ? 150.00 ," ? 3,633,210.90 "," ? 2,724,908.18 "," ? 908,302.73 ",,
USR7529,VIDID-12-2025-17114,Educational,0:35:00,8093781,4721372:15:00,4, ? 200.00 ," ? 6,475,024.80 "," ? 4,856,268.60 "," ? 1,618,756.20 ",,
USR10185,VIDID-12-2025-17012,Technology,0:12:00,4539808,907961:36:00,2, ? 500.00 ," ? 4,539,808.00 "," ? 3,404,856.00 "," ? 1,134,952.00 ",,
USR80639,VIDID-12-2025-46685,Cooking,0:10:00,5143395,857232:30:00,1, ? 300.00 ," ? 1,543,018.50 "," ? 1,157,263.88 "," ? 385,754.63 ",,
USR64313,VIDID-12-2025-21749,Political,0:20:00,7703089,2567696:20:00,3, ? 50.00 ," ? 1,155,463.35 "," ? 866,597.51 "," ? 288,865.84 ",,
USR47823,VIDID-12-2025-29911,Entertainment,0:15:00,3997863,999465:45:00,2, ? 350.00 ," ? 2,798,504.10 "," ? 2,098,878.08 "," ? 699,626.03 ",,
USR44629,VIDID-12-2025-81171,Technology,0:12:00,2995712,599142:24:00,2, ? 500.00 ," ? 2,995,712.00 "," ? 2,246,784.00 "," ? 748,928.00 ",,
USR84486,VIDID-12-2025-83057,Gaming,1:00:00,8706373,8706373:00:00,8, ? 100.00 ," ? 6,965,098.40 "," ? 5,223,823.80 "," ? 1,741,274.60 ",,
USR50429,VIDID-12-2025-19033,Cooking,0:10:00,3960043,660007:10:00,1, ? 300.00 ," ? 1,188,012.90 "," ? 891,009.68 "," ? 297,003.23 ",,
USR35647,VIDID-12-2025-83416,Technology,0:12:00,5923300,1184660:00:00,2, ? 500.00 ," ? 5,923,300.00 "," ? 4,442,475.00 "," ? 1,480,825.00 ",,
USR25820,VIDID-12-2025-59890,ASMR,0:20:00,6931902,2310634:00:00,3, ? 150.00 ," ? 3,119,355.90 "," ? 2,339,516.93 "," ? 779,838.98 ",,
USR54363,VIDID-12-2025-46639,Political,0:20:00,3698911,1232970:20:00,3, ? 50.00 ," ? 554,836.65 "," ? 416,127.49 "," ? 138,709.16 ",,
USR59677,VIDID-12-2025-23911,Political,0:20:00,5193469,1731156:20:00,3, ? 50.00 ," ? 779,020.35 "," ? 584,265.26 "," ? 194,755.09 ",,
USR79554,VIDID-12-2025-74801,Entertainment,0:15:00,8565291,2141322:45:00,2, ? 350.00 ," ? 5,995,703.70 "," ? 4,496,777.78 "," ? 1,498,925.93 ",,
USR85410,VIDID-12-2025-99545,Gaming,1:00:00,7578650,7578650:00:00,8, ? 100.00 ," ? 6,062,920.00 "," ? 4,547,190.00 "," ? 1,515,730.00 ",,
USR6011,VIDID-12-2025-8283,Cooking,0:10:00,1751662,291943:40:00,1, ? 300.00 ," ? 525,498.60 "," ? 394,123.95 "," ? 131,374.65 ",,
USR27611,VIDID-12-2025-80721,News,0:25:00,1905427,793927:55:00,3, ? 400.00 ," ? 2,286,512.40 "," ? 1,714,884.30 "," ? 571,628.10 ",,
USR17639,VIDID-12-2025-20546,Entertainment,0:15:00,5314427,1328606:45:00,2, ? 350.00 ," ? 3,720,098.90 "," ? 2,790,074.18 "," ? 930,024.73 ",,
USR84271,VIDID-12-2025-83824,Life Style,0:22:00,2085614,764725:08:00,3, ? 250.00 ," ? 1,564,210.50 "," ? 1,173,157.88 "," ? 391,052.63 ",,
USR45553,VIDID-12-2025-91600,Life Style,0:22:00,3266700,1197790:00:00,3, ? 250.00 ," ? 2,450,025.00 "," ? 1,837,518.75 "," ? 612,506.25 ",,
USR26378,VIDID-12-2025-31595,Political,0:20:00,1540585,513528:20:00,3, ? 50.00 ," ? 231,087.75 "," ? 173,315.81 "," ? 57,771.94 ",,
USR12796,VIDID-12-2025-32692,Entertainment,0:15:00,9610417,2402604:15:00,2, ? 350.00 ," ? 6,727,291.90 "," ? 5,045,468.93 "," ? 1,681,822.98 ",,
USR46479,VIDID-12-2025-56086,Technology,0:12:00,5205206,1041041:12:00,2, ? 500.00 ," ? 5,205,206.00 "," ? 3,903,904.50 "," ? 1,301,301.50 ",,
USR11668,VIDID-12-2025-59221,Gaming,1:00:00,7424371,7424371:00:00,8, ? 100.00 ," ? 5,939,496.80 "," ? 4,454,622.60 "," ? 1,484,874.20 ",,
USR45472,VIDID-12-2025-54752,Educational,0:35:00,9283801,5415550:35:00,4, ? 200.00 ," ? 7,427,040.80 "," ? 5,570,280.60 "," ? 1,856,760.20 ",,
USR92783,VIDID-12-2025-64389,Technology,0:12:00,2579444,515888:48:00,2, ? 500.00 ," ? 2,579,444.00 "," ? 1,934,583.00 "," ? 644,861.00 ",,
USR57050,VIDID-12-2025-59785,News,0:25:00,875411,364754:35:00,3, ? 400.00 ," ? 1,050,493.20 "," ? 787,869.90 "," ? 262,623.30 ",,
USR91114,VIDID-12-2025-16648,Life Style,0:22:00,7763640,2846668:00:00,3, ? 250.00 ," ? 5,822,730.00 "," ? 4,367,047.50 "," ? 1,455,682.50 ",,
USR36486,VIDID-12-2025-62383,Technology,0:12:00,8938855,1787771:00:00,2, ? 500.00 ," ? 8,938,855.00 "," ? 6,704,141.25 "," ? 2,234,713.75 ",,
USR68925,VIDID-12-2025-54728,ASMR,0:20:00,4074981,1358327:00:00,3, ? 150.00 ," ? 1,833,741.45 "," ? 1,375,306.09 "," ? 458,435.36 ",,
USR33383,VIDID-12-2025-79961,News,0:25:00,5887156,2452981:40:00,3, ? 400.00 ," ? 7,064,587.20 "," ? 5,298,440.40 "," ? 1,766,146.80 ",,
USR68667,VIDID-12-2025-87061,Entertainment,0:15:00,1402970,350742:30:00,2, ? 350.00 ," ? 982,079.00 "," ? 736,559.25 "," ? 245,519.75 ",,
USR19800,VIDID-12-2025-44313,Gaming,1:00:00,1319935,1319935:00:00,8, ? 100.00 ," ? 1,055,948.00 "," ? 791,961.00 "," ? 263,987.00 ",,
USR91792,VIDID-12-2025-82426,Educational,0:35:00,4882171,2847933:05:00,4, ? 200.00 ," ? 3,905,736.80 "," ? 2,929,302.60 "," ? 976,434.20 ",,
USR7170,VIDID-12-2025-84301,Cooking,0:10:00,5779133,963188:50:00,1, ? 300.00 ," ? 1,733,739.90 "," ? 1,300,304.93 "," ? 433,434.98 ",,
USR60681,VIDID-12-2025-64590,Gaming,1:00:00,5858878,5858878:00:00,8, ? 100.00 ," ? 4,687,102.40 "," ? 3,515,326.80 "," ? 1,171,775.60 ",,
USR97917,VIDID-12-2025-65741,Technology,0:12:00,4501324,900264:48:00,2, ? 500.00 ," ? 4,501,324.00 "," ? 3,375,993.00 "," ? 1,125,331.00 ",,
USR71332,VIDID-12-2025-51816,ASMR,0:20:00,9536150,3178716:40:00,3, ? 150.00 ," ? 4,291,267.50 "," ? 3,218,450.63 "," ? 1,072,816.88 ",,
USR81584,VIDID-12-2025-85371,Cooking,0:10:00,3331459,555243:10:00,1, ? 300.00 ," ? 999,437.70 "," ? 749,578.28 "," ? 249,859.43 ",,
USR37990,VIDID-12-2025-87560,Educational,0:35:00,9648340,5628198:20:00,4, ? 200.00 ," ? 7,718,672.00 "," ? 5,789,004.00 "," ? 1,929,668.00 ",,
USR23705,VIDID-12-2025-73868,Technology,0:12:00,8206222,1641244:24:00,2, ? 500.00 ," ? 8,206,222.00 "," ? 6,154,666.50 "," ? 2,051,555.50 ",,
USR84564,VIDID-12-2025-43439,Educational,0:35:00,5836251,3404479:45:00,4, ? 200.00 ," ? 4,669,000.80 "," ? 3,501,750.60 "," ? 1,167,250.20 ",,
USR25165,VIDID-12-2025-47224,Entertainment,0:15:00,7529571,1882392:45:00,2, ? 350.00 ," ? 5,270,699.70 "," ? 3,953,024.78 "," ? 1,317,674.93 ",,
USR66507,VIDID-12-2025-28277,Life Style,0:22:00,799514,293155:08:00,3, ? 250.00 ," ? 599,635.50 "," ? 449,726.63 "," ? 149,908.88 ",,
USR43282,VIDID-12-2025-73713,Educational,0:35:00,5478118,3195568:50:00,4, ? 200.00 ," ? 4,382,494.40 "," ? 3,286,870.80 "," ? 1,095,623.60 ",,
USR76315,VIDID-12-2025-47462,Entertainment,0:15:00,5844790,1461197:30:00,2, ? 350.00 ," ? 4,091,353.00 "," ? 3,068,514.75 "," ? 1,022,838.25 ",,
